Year_name;;H2
2025;1;2.2067061033676185
2025;2;2.2067061033676185
2025;3;2.2067061033676185
2025;4;2.2067061033676185
2025;5;2.2067061033676185
2025;6;2.2067061033676185
2025;7;2.2067061033676185
2025;8;2.2067061033676185
2025;9;2.1768953422413926
2025;10;2.127210740364347
2025;11;2.1179836000157533
2025;12;2.091011958996786
2025;13;2.056232737682854
2025;14;2.0746870183800423
2025;15;2.1087564596671586
2025;16;2.118693380042568
2025;17;2.159150841571019
2025;18;2.2067061033676185
2025;19;2.2067061033676185
2025;20;2.2067061033676185
2025;21;2.2067061033676185
2025;22;2.2067061033676185
2025;23;2.2067061033676185
2025;24;2.2067061033676185
2025;25;2.2067061033676185
2025;26;2.2067061033676185
2025;27;2.2067061033676185
2025;28;2.2067061033676185
2025;29;2.2067061033676185
2025;30;2.2067061033676185
2025;31;2.2067061033676185
2025;32;2.2067061033676185
2025;33;2.2067061033676185
2025;34;2.2067061033676185
2025;35;2.1556019414369443
2025;36;2.061910977897374
2025;37;1.9987405555108442
2025;38;1.9689297943846176
2025;39;1.9426679333924652
2025;40;1.9007909118103843
2025;41;1.8262640089948166
2025;42;1.7212165650262063
2025;43;1.6083615407626328
2025;44;1.5082825569817278
2025;45;4.7
2025;46;1.4479512547024584
2025;47;1.4933771764186141
2025;48;1.535254198000695
2025;49;1.5537084786978834
2025;50;4.7
2025;51;4.7
2025;52;1.467115315426462
2025;53;4.7
2025;54;4.7
2025;55;1.3308375502779954
2025;56;1.2406954868724989
2025;57;1.147714303359743
2025;58;1.0753167406246198
2025;59;1.0093071981308315
2025;60;0.9518150159588221
2025;61;0.9376194154225235
2025;62;0.9858844572459384
2025;63;1.0703482804369155
2025;64;1.0880927811072887
2025;65;1.035569059122984
2025;66;0.9929822575140881
2025;67;1.0093071981308317
2025;68;1.035569059122984
2025;69;1.064670040222396
2025;70;1.1129350820458115
2025;71;1.199528245317233
2025;72;1.2626986677037617
2025;73;4.7
2025;74;1.3471624908947382
2025;75;4.7
2025;76;1.5253172776252861
2025;77;1.6722417431759764
2025;78;1.821295548807112
2025;79;1.9384092532315755
2025;80;1.9746080345991373
2025;81;1.946926613553355
2025;82;1.9199549725343872
2025;83;1.925633212748907
2025;84;1.955443973875134
2025;85;1.9994503355376598
2025;86;2.0441664772270003
2025;87;2.088172838889526
2025;88;2.128630300417977
2025;89;2.183283362482727
2025;90;2.2067061033676185
2025;91;2.2067061033676185
2025;92;4.7
2025;93;2.1861224825899863
2025;94;2.2067061033676185
2025;95;2.2067061033676185
2025;96;2.2067061033676185
2025;97;2.2067061033676185
2025;98;2.2067061033676185
2025;99;2.2067061033676185
2025;100;2.2067061033676185
2025;101;2.2067061033676185
2025;102;2.2067061033676185
2025;103;2.2067061033676185
2025;104;2.2067061033676185
2025;105;2.2067061033676185
2025;106;2.2067061033676185
2025;107;2.181154022402282
2025;108;2.1037879994794544
2025;109;2.055522957656039
2025;110;1.9951916553767706
2025;111;1.958283093982394
2025;112;1.9462168335265395
2025;113;1.9206647525612028
2025;114;1.904339811944459
2025;115;1.8851757512204557
2025;116;1.8695605906305277
2025;117;1.8794975110059362
2025;118;1.895112671595865
2025;119;1.8496867498797094
2025;120;1.7907750076540696
2025;121;1.7197970049725773
2025;122;1.6481092222642693
2025;123;1.5693236392878114
2025;124;1.4820206959895754
2025;125;1.4067840131471927
2025;126;4.7
2025;127;1.3109637095271771
2025;128;4.7
2025;129;1.2435346069797586
2025;130;1.1832033047004895
2025;131;1.1079666218581066
2025;132;1.048345099605653
2025;133;1.0462157595252077
2025;134;1.0724776205173603
2025;135;1.0845438809732142
2025;136;1.095190581375438
2025;137;1.0809949808391393
2025;138;1.0632504801687663
2025;139;1.0632504801687663
2025;140;1.0554428998738021
2025;141;1.0128560982649062
2025;142;0.9567834761465265
2025;143;0.9340705152884488
2025;144;0.9567834761465266
2025;145;0.9880137973263833
2025;146;0.9773670969241596
2025;147;0.9567834761465264
2025;148;0.9965311576481627
2025;149;1.035569059122984
2025;150;1.07531674062462
2025;151;1.1484240833865578
2025;152;1.261988887676947
2025;153;1.4387241143538647
2025;154;1.6502385623447138
2025;155;1.917825632453943
2025;156;2.1839931425095416
2025;157;2.2067061033676185
2025;158;2.2067061033676185
2025;159;2.2067061033676185
2025;160;2.2067061033676185
2025;161;2.2067061033676185
2025;162;2.2067061033676185
2025;163;2.2067061033676185
2025;164;2.2067061033676185
2025;165;2.2067061033676185
2025;166;2.2067061033676185
2025;167;2.2067061033676185
2025;168;2.2067061033676185
2025;169;2.2067061033676185
2025;170;2.2067061033676185
2025;171;2.2067061033676185
2025;172;2.2067061033676185
2025;173;2.2067061033676185
2025;174;2.2067061033676185
2025;175;2.2067061033676185
2025;176;2.2067061033676185
2025;177;2.2067061033676185
2025;178;2.2067061033676185
2025;179;2.2067061033676185
2025;180;2.2067061033676185
2025;181;2.2067061033676185
2025;182;2.2067061033676185
2025;183;2.2067061033676185
2025;184;2.2067061033676185
2025;185;2.2067061033676185
2025;186;2.2067061033676185
2025;187;2.2067061033676185
2025;188;2.2067061033676185
2025;189;2.2067061033676185
2025;190;2.2067061033676185
2025;191;2.2067061033676185
2025;192;2.2067061033676185
2025;193;2.2067061033676185
2025;194;2.2067061033676185
2025;195;2.2067061033676185
2025;196;2.2067061033676185
2025;197;2.2067061033676185
2025;198;2.2067061033676185
2025;199;2.2067061033676185
2025;200;2.2067061033676185
2025;201;2.2067061033676185
2025;202;2.2067061033676185
2025;203;2.2067061033676185
