Year_name,,H2_storage
2025,1,0.47644688881548836
2025,2,6.105064479928213
2025,3,0.0
2025,4,0.4104466681198786
2025,5,6.105064479928213
2025,6,6.105064479928213
2025,7,6.105064479928213
2025,8,6.105064479928213
2025,9,5.902618461854948
2025,10,5.752730498196036
2025,11,6.105064479928213
2025,12,5.950822285658708
2025,13,5.84172697579858
2025,14,5.581764218942673
2025,15,0.0
2025,16,5.837255081785656
2025,17,5.709545614798437
2025,18,5.789899522544338
2025,19,5.7465605548407765
2025,20,5.628976759429967
2025,21,6.076825383520529
2025,22,6.105064479928213
2025,23,6.061738874478557
2025,24,5.581764218942673
2025,25,5.581764218942673
2025,26,5.679265122903208
2025,27,0.04970786697583941
2025,28,6.105064479928213
2025,29,5.581764218942673
2025,30,5.70692372281349
2025,31,5.7465605548407765
2025,32,5.734582322723773
2025,33,6.105064479928213
2025,34,5.753249724205561
2025,35,5.765392334239603
2025,36,5.70553730626749
2025,37,0.0
2025,38,5.581764218942673
2025,39,5.75361159046969
2025,40,5.792784810538302
2025,41,6.105064479928213
2025,42,5.961757364399257
2025,43,6.079341159810068
2025,44,6.105064479928213
2025,45,0.47862125325871535
2025,46,6.105064479928213
2025,47,6.105064479928213
2025,48,6.105064479928213
2025,49,6.105064479928213
2025,50,6.105064479928213
2025,51,6.105064479928213
2025,52,6.105064479928213
2025,53,0.9910787488021308
2025,54,6.105064479928213
2025,55,6.105064479928213
2025,56,6.105064479928213
2025,57,6.105064479928213
2025,58,6.105064479928213
2025,59,6.105064479928213
2025,60,6.105064479928213
2025,61,6.105064479928213
2025,62,6.105064479928213
2025,63,0.2922873055295596
2025,64,6.105064479928213
2025,65,6.105064479928213
2025,66,6.105064479928213
2025,67,6.105064479928213
2025,68,6.105064479928213
2025,69,6.105064479928213
2025,70,6.105064479928213
2025,71,0.9910787488021308
2025,72,6.105064479928213
2025,73,6.105064479928213
2025,74,6.105064479928213
2025,75,6.105064479928213
2025,76,6.105064479928213
2025,77,6.105064479928213
2025,78,6.105064479928213
2025,79,0.710123798718933
2025,80,6.105064479928213
2025,81,6.105064479928213
2025,82,6.105064479928213
2025,83,6.105064479928213
2025,84,5.933862948654016
2025,85,0.0
2025,86,5.581764218942673
2025,87,5.849225110254459
2025,88,5.905230126469018
2025,89,6.105064479928213
2025,90,6.105064479928213
2025,91,6.096766013542392
2025,92,5.986571388346606
2025,93,0.6833412467386748
2025,94,5.963941624783648
2025,95,6.105064479928213
2025,96,5.901081170442097
2025,97,6.105064479928213
2025,98,5.906110006789421
2025,99,0.12426436425567629
2025,100,5.823134207058573
2025,101,6.105064479928213
2025,102,5.7225574801120915
2025,103,6.065715589412547
2025,104,5.684841207507161
2025,105,0.39418315676753996
2025,106,5.72004306193843
2025,107,6.020595219353034
2025,108,5.721747330801399
2025,109,5.694385272922654
2025,110,5.901782966674923
2025,111,0.0
2025,112,5.924865558438546
2025,113,6.105064479928213
2025,114,5.918682097657731
2025,115,6.105064479928213
2025,116,5.968970461130972
2025,117,0.2298699275494822
2025,118,5.948855115741676
2025,119,6.105064479928213
2025,120,5.961427206609986
2025,121,6.105064479928213
2025,122,6.105064479928213
2025,123,0.01450737066044711
2025,124,6.105064479928213
2025,125,6.105064479928213
2025,126,6.105064479928213
2025,127,6.105064479928213
2025,128,6.105064479928213
2025,129,6.105064479928213
2025,130,6.105064479928213
2025,131,0.38209233743487486
2025,132,6.105064479928213
2025,133,6.105064479928213
2025,134,6.105064479928213
2025,135,6.105064479928213
2025,136,6.105064479928213
2025,137,0.984195379648096
2025,138,6.105064479928213
2025,139,6.105064479928213
2025,140,6.105064479928213
2025,141,6.105064479928213
2025,142,6.105064479928213
2025,143,0.9910787488021308
2025,144,6.105064479928213
2025,145,6.105064479928213
2025,146,6.105064479928213
2025,147,6.105064479928213
2025,148,6.105064479928213
2025,149,0.9910787488021308
2025,150,6.105064479928213
2025,151,6.105064479928213
2025,152,6.105064479928213
2025,153,6.105064479928213
2025,154,6.105064479928213
2025,155,0.23589550715324992
2025,156,5.818823189928851
2025,157,5.674134262385022
2025,158,5.672696090656936
2025,159,0.1294432256672205
2025,160,5.7399944270806005
2025,161,5.686038445189578
2025,162,5.581764218942673
2025,163,5.9209314567534825
2025,164,5.581764218942673
2025,165,0.0
2025,166,5.581764218942673
2025,167,5.712234748339532
2025,168,5.581764218942673
2025,169,5.581764218942673
2025,170,5.581764218942673
2025,171,0.0
2025,172,5.581764218942673
2025,173,5.707205911992208
