Year_name,,Elec
2025,1,0.0
2025,2,0.0
2025,3,0.0
2025,4,0.0
2025,5,98.77318758734697
2025,6,98.54766610602842
2025,7,0.0
2025,8,0.0
2025,9,98.19162914109789
2025,10,97.96452616585711
2025,11,98.49836553211799
2025,12,98.26466523777025
2025,13,0.0
2025,14,97.70548634880656
2025,15,97.70548634880656
2025,16,0.0
2025,17,0.0
2025,18,0.0
2025,19,97.95517776683398
2025,20,0.0
2025,21,98.45557902240937
2025,22,99.83449448034173
2025,23,0.0
2025,24,0.0
2025,25,0.0
2025,26,0.0
2025,27,98.57368048208137
2025,28,0.0
2025,29,97.70548634880656
2025,30,0.0
2025,31,0.0
2025,32,0.0
2025,33,98.71845001329223
2025,34,0.0
2025,35,97.98371076592312
2025,36,0.0
2025,37,98.49360790372985
2025,38,97.70548634880656
2025,39,97.96586115415053
2025,40,98.02521451789084
2025,41,0.0
2025,42,98.2812335388923
2025,43,0.0
2025,44,98.57077260131399
2025,45,0.0
2025,46,98.7645683120223
2025,47,0.0
2025,48,0.0
2025,49,0.0
2025,50,0.0
2025,51,99.43335087498683
2025,52,98.94362536378308
2025,53,0.0
2025,54,99.0279395419798
2025,55,0.0
2025,56,0.0
2025,57,99.20228708324822
2025,58,99.06125449219503
2025,59,0.0
2025,60,98.813954836514
2025,61,99.22437536683174
2025,62,98.63272574161333
2025,63,0.0
2025,64,99.00405269064679
2025,65,99.69241214136413
2025,66,99.13461182813518
2025,67,99.20228708324822
2025,68,0.0
2025,69,99.80670387653059
2025,70,0.0
2025,71,0.0
2025,72,99.60651742774854
2025,73,99.96290258125808
2025,74,0.0
2025,75,0.0
2025,76,0.0
2025,77,0.0
2025,78,99.29412001829355
2025,79,99.57431068169213
2025,80,0.0
2025,81,0.0
2025,82,0.0
2025,83,0.0
2025,84,0.0
2025,85,0.0
2025,86,97.70548634880656
2025,87,0.0
2025,88,98.19558620869496
2025,89,0.0
2025,90,0.0
2025,91,0.0
2025,92,0.0
2025,93,99.53373105747961
2025,94,98.28454302432318
2025,95,0.0
2025,96,98.18929991168447
2025,97,0.0
2025,98,98.19691936069557
2025,99,0.0
2025,100,98.07119845201247
2025,101,99.23276282154127
2025,102,97.91880947179052
2025,103,98.43874600103364
2025,104,97.8616636042073
2025,105,99.09561273934153
2025,106,97.91499974728498
2025,107,0.0
2025,108,0.0
2025,109,97.87612430938229
2025,110,98.19036323930997
2025,111,0.0
2025,112,98.22533686319424
2025,113,0.0
2025,114,98.21596798322331
2025,115,98.78569770904357
2025,116,0.0
2025,117,98.84665330113235
2025,118,0.0
2025,119,98.75141018849364
2025,120,98.28073329981764
2025,121,98.88094082168229
2025,122,0.0
2025,123,0.0
2025,124,98.50169732113946
2025,125,99.12095346553185
2025,126,0.0
2025,127,0.0
2025,128,0.0
2025,129,0.0
2025,130,0.0
2025,131,99.07729331611021
2025,132,0.0
2025,133,0.0
2025,134,99.09631887337008
2025,135,99.62202370630592
2025,136,99.30433063253983
2025,137,99.98957065279691
2025,138,0.0
2025,139,0.0
2025,140,99.22935470169924
2025,141,99.7762260804862
2025,142,0.0
2025,143,0.0
2025,144,99.6827119178595
2025,145,0.0
2025,146,99.71019415957329
2025,147,0.0
2025,148,0.0
2025,149,0.0
2025,150,99.54556183565975
2025,151,99.7357996060173
2025,152,0.0
2025,153,0.0
2025,154,0.0
2025,155,98.85578296719866
2025,156,98.06466660787653
2025,157,0.0
2025,158,0.0
2025,159,0.0
2025,160,0.0
2025,161,97.8634776006958
2025,162,97.70548634880656
2025,163,98.21937610306536
2025,164,0.0
2025,165,98.21556637855981
2025,166,97.70548634880656
2025,167,97.90316896910483
2025,168,0.0
2025,169,97.70548634880656
2025,170,97.70548634880656
2025,171,97.91078841811593
2025,172,0.0
2025,173,0.0
2025,174,97.70548634880656
2025,175,97.82316475448832
2025,176,97.70548634880656
2025,177,0.0
2025,178,97.70548634880656
2025,179,97.70548634880656
2025,180,97.70548634880656
2025,181,0.0
2025,182,97.70548634880656
2025,183,97.73908403736122
2025,184,97.70596308080313
2025,185,0.0
2025,186,97.70548634880656
2025,187,97.70548634880656
2025,188,97.70548634880656
2025,189,0.0
2025,190,97.70548634880656
2025,191,97.99841208174355
2025,192,97.70548634880656
2025,193,0.0
2025,194,0.0
2025,195,97.87650089756599
2025,196,97.70548634880656
2025,197,97.93364676514922
2025,198,0.0
2025,199,97.70548634880656
2025,200,97.70548634880656
2025,201,98.22318582757092
2025,202,0.0
2025,203,98.00106583763893
2025,204,0.0
2025,205,97.70548634880656
2025,206,0.0
2025,207,97.70548634880656
2025,208,0.0
2025,209,97.91327079727296
2025,210,97.88319254814074
2025,211,97.98184583837283
2025,212,97.83366612956861
2025,213,98.60415827812577
2025,214,97.86414392561299
2025,215,98.03137225694496
2025,216,98.01272318132939
2025,217,0.0
2025,218,0.0
2025,219,98.26890457938882
2025,220,0.0
2025,221,99.09809511849856
2025,222,0.0
2025,223,99.22148679776825
2025,224,99.0236295783996
2025,225,0.0
2025,226,99.2228162008681
2025,227,99.809407813556
2025,228,0.0
2025,229,99.44865755445369
2025,230,99.43486230402382
2025,231,0.0
2025,232,99.66715606070227
2025,233,0.0
2025,234,0.0
2025,235,0.0
2025,236,99.4590191202121
2025,237,99.61373732984745
2025,238,0.0
2025,239,0.0
2025,240,99.15043143526267
2025,241,99.59335930421987
2025,242,0.0
2025,243,98.97751333742085
2025,244,0.0
2025,245,0.0
2025,246,98.33025971838977
2025,247,0.0
2025,248,0.0
2025,249,98.21323920689773
2025,250,0.0
2025,251,0.0
2025,252,98.10218586862693
2025,253,0.0
2025,254,97.94210344306423
2025,255,0.0
2025,256,97.77842143450532
2025,257,99.12990025989147
2025,258,0.0
2025,259,0.0
2025,260,0.0
2025,261,0.0
2025,262,97.96560711403707
2025,263,0.0
2025,264,98.32264026937867
2025,265,0.0
2025,266,98.37216668795081
2025,267,0.0
2025,268,98.21596798322331
2025,269,0.0
2025,270,97.91880947179052
2025,271,0.0
2025,272,98.06605932440706
2025,273,0.0
2025,274,97.70548634880656
2025,275,97.70548634880656
2025,276,97.70548634880656
2025,277,97.70548634880656
2025,278,97.70548634880656
2025,279,98.33721078473235
2025,280,97.70548634880656
2025,281,0.0
2025,282,0.0
2025,283,0.0
2025,284,97.70548634880656
2025,285,98.46700819592601
2025,286,97.82223695605197
2025,287,0.0
2025,288,0.0
2025,289,97.70548634880656
2025,290,97.70548634880656
2025,291,0.0
