Year_name,,Onshore_ELZ
2025,1,0.0003334787774411248
2025,2,0.0005367322001566858
2025,3,0.0006528274460522451
2025,4,0.00037624657830947296
2025,5,0.0005246789352119682
2025,6,0.000621129190740242
2025,7,0.0005360842448052214
2025,8,0.0006422138915126485
2025,9,0.0007733978617523622
2025,10,0.0008705244851903502
2025,11,0.0006422138915126485
2025,12,0.0007421620338141496
2025,13,0.0008128552290579504
2025,14,0.0009813097478644282
2025,15,0.0009813097478644282
2025,16,0.0008157529931962119
2025,17,0.0008985080657633493
2025,18,0.0008464391500953312
2025,19,0.0008745225764998276
2025,20,0.0009507162663765134
2025,21,0.0006605126795945235
2025,22,7.078283438477158e-05
2025,23,0.0006702886592458837
2025,24,0.0009813097478644282
2025,25,0.0009813097478644282
2025,26,0.000918129667538644
2025,27,0.0006100034513958257
2025,28,0.0
2025,29,0.0009813097478644282
2025,30,0.0009002070381778159
2025,31,0.0008745225764998276
2025,32,0.0008822844088169875
2025,33,0.0005480889136038731
2025,34,0.0008701880294278239
2025,35,0.0008623196810725512
2025,36,0.0009011054289124979
2025,37,0.0006442486177438773
2025,38,0.0009813097478644282
2025,39,0.0008699535419645678
2025,40,0.0008445694984324553
2025,41,0.00022548158510896508
2025,42,0.0007350761594772684
2025,43,0.0006588824696005823
2025,44,0.000611247083893364
2025,45,0.00033206980055372877
2025,46,0.000528365197392721
2025,47,0.00028633446747628485
2025,48,0.0005120718979737865
2025,49,0.00027329982794113705
2025,50,0.0004892612787872778
2025,51,0.0002423425590451611
2025,52,0.000451786690123728
2025,53,0.0
2025,54,0.0004157274908661474
2025,55,0.0001903180956089971
2025,56,0.0
2025,57,0.00034116313093135556
2025,58,0.0004014794669422956
2025,59,0.0002625457187324887
2025,60,0.0005072437375697918
2025,61,0.00033171648938148626
2025,62,0.0005847511768174
2025,63,0.00045281323273476423
2025,64,0.00042594333771747966
2025,65,0.00013154812299640502
2025,66,0.0003701062524931302
2025,67,0.00034116313093135556
2025,68,0.00035565622355201337
2025,69,8.266822473960029e-05
2025,70,0.0002481204473870442
2025,71,0.0
2025,72,0.00016828328023426413
2025,73,1.586569712196766e-05
2025,74,0.00026930173663165926
2025,75,7.71904741250059e-06
2025,76,0.00019272322936266626
2025,77,0.0
2025,78,0.0003018883354695288
2025,79,0.00018205735119510258
2025,80,0.0005299945273346147
2025,81,0.0003710596244547452
2025,82,0.0006347633663551931
2025,83,0.0004406104834914921
2025,84,0.0007531515962766901
2025,85,0.0009813097478644282
2025,86,0.0009813097478644282
2025,87,0.0008079964768005591
2025,88,0.0007717055166212062
2025,89,0.000431344832304802
2025,90,0.0
2025,91,0.0006475912547117551
2025,92,0.0007189968005942573
2025,93,0.00019941230603867118
2025,94,0.0007336607700712984
2025,95,0.0005096667642201159
2025,96,0.0007743940186186351
2025,97,0.0005437685982954532
2025,98,0.0007711353587348484
2025,99,0.0005616912276562813
2025,100,0.0008249032468173329
2025,101,0.00032812937144825467
2025,102,0.0008900764444930715
2025,103,0.0006677117685837835
2025,104,0.0009145163936214737
2025,105,0.00038678524935642007
2025,106,0.000891705774434965
2025,107,0.0006969495344802211
2025,108,0.0008906014170466197
2025,109,0.0009083318887082734
2025,110,0.0007739392582978462
2025,111,0.0008434459484018854
2025,112,0.0007589818584942172
2025,113,0.00022059359528328552
2025,114,0.0007629887090253809
2025,115,0.000519328649167049
2025,116,0.0007304021101875116
2025,117,0.0004932593700967556
2025,118,0.0007434367497226594
2025,119,0.0005339926186440916
2025,120,0.0007352901000131919
2025,121,0.0004785954006197136
2025,122,0.0
2025,123,0.0006328131905302868
2025,124,0.0006407889633833705
2025,125,0.00037594761428042347
2025,126,0.000569098445940058
2025,127,3.892713011453481e-06
2025,128,0.000532790890999165
2025,129,0.0004177416382003487
2025,130,0.0004126827715182848
2025,131,0.000394620037605681
2025,132,0.0004232428495919268
2025,133,0.0001860788458151421
2025,134,0.00038648325237106726
2025,135,0.0001616516080742201
2025,136,0.0002975214949034055
2025,137,4.460387528714294e-06
2025,138,0.0
2025,139,0.0003307539782043746
2025,140,0.00032958694448171775
2025,141,9.570286427474807e-05
2025,142,0.0002481204473870442
2025,143,0.0
2025,144,0.00013569668139639475
2025,145,0.0
2025,146,0.0001239431702883308
2025,147,0.0
2025,148,0.00013569668139639475
2025,149,0.0
2025,150,0.00019435255930455968
2025,151,0.00011299232055995666
2025,152,0.0003735788529128414
2025,153,0.00046010421668957896
2025,154,0.0006082023645455013
2025,155,0.0004893548257498689
2025,156,0.0008276967635692585
2025,157,0.0009214544385562603
2025,158,0.000922386366380637
2025,159,0.0005583353523086034
2025,160,0.0008787773932498877
2025,161,0.0009137405898096981
2025,162,0.0009813097478644282
2025,163,0.0007615311359919181
2025,164,0.0009813097478644282
2025,165,0.0007631604659338117
2025,166,0.0009813097478644282
2025,167,0.0008967655211690766
2025,168,0.0009813097478644282
2025,169,0.0009813097478644282
2025,170,0.0009813097478644282
2025,171,0.0008935068612852895
