Year_name;;H2
2025;1;0.0
2025;2;3.8230957771389495
2025;3;0.0
2025;4;0.0
2025;5;0.0
2025;6;0.0
2025;7;3.8230957771389495
2025;8;3.8230957771389495
2025;9;0.0
2025;10;3.902591140142221
2025;11;3.9118182804908153
2025;12;3.9387899215097826
2025;13;0.0
2025;14;0.0
2025;15;0.0
2025;16;3.911108500464
2025;17;0.0
2025;18;3.823095777138949
2025;19;3.8230957771389495
2025;20;0.0
2025;21;0.0
2025;22;3.8230957771389495
2025;23;0.0
2025;24;3.8230957771389495
2025;25;3.8230957771389495
2025;26;3.8230957771389495
2025;27;0.0
2025;28;0.0
2025;29;3.8230957771389495
2025;30;3.8230957771389495
2025;31;0.0
2025;32;0.0
2025;33;3.8230957771389495
2025;34;3.8230957771389495
2025;35;0.0
2025;36;0.0
2025;37;0.0
2025;38;0.0
2025;39;4.087133947114104
2025;40;4.129010968696184
2025;41;0.0
2025;42;0.0
2025;43;0.0
2025;44;0.0
2025;45;0.0
2025;46;4.581850625804109
2025;47;0.0
2025;48;0.0
2025;49;0.0
2025;50;0.0
2025;51;4.53287580395388
2025;52;0.0
2025;53;0.0
2025;54;0.0
2025;55;0.0
2025;56;0.08910639363407014
2025;57;0.18208757714682577
2025;58;0.25448513988194854
2025;59;0.3204946823757375
2025;60;0.3779868645477462
2025;61;0.392182465084045
2025;62;4.7
2025;63;0.259453600069653
2025;64;0.2417090993992803
2025;65;0.2942328213835843
2025;66;0.33681962299248025
2025;67;0.32049468237573664
2025;68;0.29423282138358453
2025;69;0.26513184028417225
2025;70;0.21686679846075685
2025;71;0.13027363518933543
2025;72;0.06710321280280662
2025;73;0.023096851140280927
2025;74;0.0
2025;75;0.0
2025;76;0.0
2025;77;4.357560137330592
2025;78;0.0
2025;79;0.0
2025;80;4.055193845907432
2025;81;4.082875266953213
2025;82;0.0
2025;83;0.0
2025;84;0.0
2025;85;4.030351544968909
2025;86;0.0
2025;87;3.941629041617042
2025;88;3.9011715800885916
2025;89;3.8465185180238413
2025;90;3.8230957771389495
2025;91;0.0
2025;92;0.0
2025;93;0.0
2025;94;3.82309577713895
2025;95;0.0
2025;96;0.0
2025;97;3.8230957771389495
2025;98;0.0
2025;99;3.8230957771389495
2025;100;0.0
2025;101;0.0
2025;102;3.8230957771389495
2025;103;0.0
2025;104;0.0
2025;105;0.0
2025;106;3.8230957771389495
2025;107;3.848647858104287
2025;108;0.0
2025;109;0.0
2025;110;0.0
2025;111;4.071518786524174
2025;112;0.0
2025;113;4.109137127945365
2025;114;4.1254620685621095
2025;115;4.144626129286112
2025;116;4.1602412898760415
2025;117;4.150304369500632
2025;118;0.0
2025;119;4.1801151306268585
2025;120;0.0
2025;121;0.0
2025;122;0.0
2025;123;0.0
2025;124;0.0
2025;125;0.0
2025;126;4.688317629826349
2025;127;0.018838170979391222
2025;128;0.04368047191791402
2025;129;0.0862672735268104
2025;130;0.14659857580607882
2025;131;0.22183525864846176
2025;132;0.28145678090091564
2025;133;0.28358612098136127
2025;134;0.25732425998920805
2025;135;0.24525799953335414
2025;136;0.2346112991311311
2025;137;0.24880689966742975
2025;138;0.266551400337802
2025;139;0.2665514003378022
2025;140;0.2743589806327662
2025;141;0.3169457822416628
2025;142;0.37301840436004186
2025;143;0.39573136521812
2025;144;0.3730184043600424
2025;145;0.34178808318018505
2025;146;0.3524347835824083
2025;147;0.37301840436004174
