Year_name,,H2_storage
2025,1,0.0
2025,2,5.942282789790106
2025,3,0.016379073222272795
2025,4,0.0
2025,5,5.923681923477085
2025,6,6.0725261011473295
2025,7,5.941282850692718
2025,8,6.105064479928213
2025,9,6.105064479928213
2025,10,6.105064479928213
2025,11,6.105064479928213
2025,12,6.105064479928213
2025,13,6.105064479928213
2025,14,6.105064479928213
2025,15,0.5233002609855407
2025,16,6.105064479928213
2025,17,6.105064479928213
2025,18,6.105064479928213
2025,19,6.105064479928213
2025,20,6.105064479928213
2025,21,6.105064479928213
2025,22,5.2232193741005375
2025,23,6.105064479928213
2025,24,6.105064479928213
2025,25,6.105064479928213
2025,26,6.105064479928213
2025,27,0.0
2025,28,5.113985731126083
2025,29,6.105064479928213
2025,30,6.105064479928213
2025,31,6.105064479928213
2025,32,6.105064479928213
2025,33,5.959808722353215
2025,34,6.105064479928213
2025,35,6.105064479928213
2025,36,6.105064479928213
2025,37,0.0031400347361704075
2025,38,6.105064479928213
2025,39,6.105064479928213
2025,40,6.105064479928213
2025,41,5.461953923968129
2025,42,6.105064479928213
2025,43,6.105064479928213
2025,44,6.057275814258853
2025,45,0.0
2025,46,5.92937064519136
2025,47,5.555863444323652
2025,48,5.90422646345474
2025,49,5.535748098934355
2025,50,5.869024609023471
2025,51,5.487974153634776
2025,52,5.811192991029245
2025,53,0.0
2025,54,5.755545633419407
2025,55,5.407688845560901
2025,56,5.113985731126083
2025,57,5.64047625618226
2025,58,5.733557766277365
2025,59,5.5191521186233645
2025,60,5.896775539026843
2025,61,5.625897989017134
2025,62,6.01638674166129
2025,63,0.0
2025,64,5.771310955299202
2025,65,5.316993717825756
2025,66,5.68514192455687
2025,67,5.64047625618226
2025,68,5.662842318783183
2025,69,5.241561172615895
2025,70,5.496890719321488
2025,71,0.0
2025,72,5.373684228812048
2025,73,5.13847002749575
2025,74,5.529578155579095
2025,75,5.125897936627441
2025,76,5.411400501416979
2025,77,5.113985731126083
2025,78,5.579866519052336
2025,79,0.0
2025,80,5.931885063365022
2025,81,5.686613189354078
2025,82,6.093566663938002
2025,83,5.793945620594231
2025,84,6.105064479928213
2025,85,0.5233002609855407
2025,86,6.105064479928213
2025,87,6.105064479928213
2025,88,6.105064479928213
2025,89,5.779646661779571
2025,90,5.113985731126083
2025,91,6.105064479928213
2025,92,6.105064479928213
2025,93,0.0
2025,94,6.105064479928213
2025,95,5.900514807598659
2025,96,6.105064479928213
2025,97,5.953141515762254
2025,98,6.105064479928213
2025,99,0.0
2025,100,6.105064479928213
2025,101,5.620362268908839
2025,102,6.105064479928213
2025,103,6.105064479928213
2025,104,6.105064479928213
2025,105,0.0
2025,106,6.105064479928213
2025,107,6.105064479928213
2025,108,6.105064479928213
2025,109,6.105064479928213
2025,110,6.105064479928213
2025,111,0.3105457820149565
2025,112,6.105064479928213
2025,113,5.454410669447144
2025,114,6.105064479928213
2025,115,5.915425243157321
2025,116,6.105064479928213
2025,117,0.0
2025,118,6.105064479928213
2025,119,5.9380550067202815
2025,120,6.105064479928213
2025,121,5.852564788815772
2025,122,5.113985731126083
2025,123,0.0
2025,124,6.102865499174041
2025,125,5.694156443875061
2025,126,5.992231099532912
2025,127,5.119993052350091
2025,128,5.936200473913572
2025,129,5.758653910344376
2025,130,5.750846954861355
2025,131,0.0
2025,132,5.767143502013002
2025,133,5.401146741073473
2025,134,5.710415274701833
2025,135,5.363450084964176
2025,136,5.573127513649793
2025,137,0.0
2025,138,5.113985731126083
2025,139,5.624412620379478
2025,140,5.622611628004591
2025,141,5.261676518005191
2025,142,5.496890719321488
2025,143,0.0
2025,144,5.323395865338807
2025,145,5.113985731126083
2025,146,5.305257585807707
2025,147,5.113985731126083
2025,148,5.323395865338807
2025,149,0.0
2025,150,5.413914919590641
2025,151,5.2883579911546645
2025,152,5.690500918693466
2025,153,5.824028782859589
2025,154,6.0525771357008
2025,155,0.0
2025,156,6.105064479928213
2025,157,6.105064479928213
2025,158,6.105064479928213
2025,159,0.0
2025,160,6.105064479928213
2025,161,6.105064479928213
2025,162,6.105064479928213
2025,163,6.105064479928213
2025,164,6.105064479928213
2025,165,0.18664744134839262
2025,166,6.105064479928213
2025,167,6.105064479928213
2025,168,6.105064479928213
2025,169,6.105064479928213
2025,170,6.105064479928213
2025,171,0.3878008952413564
2025,172,6.105064479928213
2025,173,6.105064479928213
2025,174,6.105064479928213
2025,175,6.105064479928213
2025,176,6.105064479928213
2025,177,0.4204883314989631
2025,178,6.105064479928213
2025,179,6.105064479928213
2025,180,6.105064479928213
2025,181,6.105064479928213
2025,182,6.105064479928213
2025,183,0.5011257865394576
2025,184,6.105064479928213
2025,185,6.105064479928213
2025,186,6.105064479928213
2025,187,6.105064479928213
2025,188,6.105064479928213
2025,189,0.34505578628910155
2025,190,6.105064479928213
2025,191,6.105064479928213
2025,192,6.105064479928213
2025,193,6.105064479928213
2025,194,6.105064479928213
2025,195,0.41043065880431473
2025,196,6.105064479928213
2025,197,6.105064479928213
2025,198,6.105064479928213
2025,199,6.105064479928213
2025,200,6.105064479928213
2025,201,0.18161860500106874
2025,202,6.105064479928213
2025,203,6.105064479928213
2025,204,6.105064479928213
2025,205,0.5233002609855407
2025,206,6.105064479928213
2025,207,6.105064479928213
2025,208,6.105064479928213
2025,209,6.105064479928213
2025,210,6.105064479928213
2025,211,0.3409029978718024
2025,212,6.105064479928213
2025,213,6.035241267563076
2025,214,6.105064479928213
2025,215,6.105064479928213
2025,216,6.105064479928213
2025,217,0.13974954397883776
2025,218,5.113985731126083
2025,219,6.105064479928213
2025,220,6.105064479928213
2025,221,5.709242952917034
2025,222,5.982173426838264
2025,223,0.0
2025,224,5.758390209382341
2025,225,5.3270513905204036
2025,226,5.62692703855314
2025,227,5.239776574179121
2025,228,5.591478783081107
2025,229,0.0
2025,230,5.48697661047036
2025,231,5.171045821877772
2025,232,5.333662731062586
2025,233,0.0
2025,234,5.325910283512469
2025,235,5.113985731126083
2025,236,5.471033111786093
2025,237,5.368919093426759
2025,238,5.44911677402191
2025,239,0.0
2025,240,5.674700983852719
2025,241,5.382368590340969
2025,242,5.791077645639948
2025,243,0.0
2025,244,5.9117697179757265
2025,245,5.6941564438750625
2025,246,6.105064479928213
2025,247,6.0778852976845466
2025,248,6.105064479928213
2025,249,0.1881833746453686
2025,250,6.105064479928213
2025,251,5.803691554657234
2025,252,6.105064479928213
2025,253,0.0
2025,254,6.105064479928213
2025,255,6.105064479928213
2025,256,6.105064479928213
2025,257,5.688251559597714
2025,258,6.105064479928213
2025,259,0.0
2025,260,6.105064479928213
2025,261,6.105064479928213
2025,262,6.105064479928213
2025,263,5.49967019657306
2025,264,6.105064479928213
2025,265,0.0
2025,266,6.105064479928213
2025,267,5.887766643247041
2025,268,6.105064479928213
2025,269,0.0
2025,270,6.105064479928213
2025,271,6.105064479928213
2025,272,6.105064479928213
2025,273,6.105064479928213
2025,274,6.105064479928213
2025,275,0.5233002609855407
2025,276,6.105064479928213
2025,277,6.105064479928213
2025,278,6.105064479928213
2025,279,0.1063621332745168
2025,280,6.105064479928213
2025,281,6.105064479928213
2025,282,6.105064479928213
2025,283,6.105064479928213
2025,284,6.105064479928213
2025,285,0.020695841886697496
2025,286,6.105064479928213
2025,287,6.105064479928213
2025,288,5.113985731126083
2025,289,6.105064479928213
2025,290,6.105064479928213
2025,291,0.1388734960488139
2025,292,6.105064479928213
2025,293,6.105064479928213
2025,294,6.105064479928213
2025,295,0.1967051140430407
2025,296,6.105064479928213
2025,297,6.105064479928213
2025,298,6.105064479928213
2025,299,6.105064479928213
2025,300,6.105064479928213
2025,301,0.5233002609855407
2025,302,6.105064479928213
2025,303,6.105064479928213
2025,304,6.105064479928213
2025,305,0.46592393210818966
2025,306,6.105064479928213
2025,307,6.105064479928213
2025,308,6.105064479928213
2025,309,6.105064479928213
2025,310,6.105064479928213
2025,311,0.44311809506192146
2025,312,6.105064479928213
2025,313,6.105064479928213
2025,314,6.105064479928213
2025,315,0.5233002609855407
2025,316,6.105064479928213
2025,317,6.105064479928213
2025,318,6.105064479928213
2025,319,6.105064479928213
2025,320,6.105064479928213
2025,321,0.2183577508451895
2025,322,6.105064479928213
2025,323,6.105064479928213
2025,324,6.105064479928213
2025,325,0.5233002609855407
2025,326,6.105064479928213
2025,327,6.050200620057931
2025,328,6.105064479928213
2025,329,6.044575661100145
2025,330,5.987202263185587
2025,331,0.0
2025,332,5.768447882076989
2025,333,5.446766336095373
2025,334,5.667157729331732
2025,335,0.0
2025,336,5.5949530280943085
2025,337,5.645505092529584
2025,338,5.113985731126083
2025,339,0.0
2025,340,6.105064479928213
2025,341,5.98582895201986
2025,342,6.105064479928213
2025,343,6.105064479928213
2025,344,6.105064479928213
2025,345,0.0
2025,346,6.105064479928213
2025,347,6.105064479928213
2025,348,6.105064479928213
2025,349,0.4622490026670763
2025,350,6.105064479928213
2025,351,6.105064479928213
2025,352,6.105064479928213
2025,353,6.105064479928213
2025,354,6.105064479928213
2025,355,0.3710760159557466
2025,356,6.105064479928213
2025,357,6.105064479928213
2025,358,6.105064479928213
2025,359,0.0
2025,360,6.105064479928213
2025,361,6.105064479928213
2025,362,6.105064479928213
2025,363,6.105064479928213
2025,364,6.105064479928213
2025,365,0.5233002609855407
2025,366,6.105064479928213
2025,367,6.105064479928213
2025,368,6.105064479928213
2025,369,0.320787652482506
2025,370,6.105064479928213
2025,371,6.028973680337375
2025,372,6.105064479928213
2025,373,0.5233002609855407
2025,374,6.105064479928213
2025,375,6.105064479928213
2025,376,6.105064479928213
2025,377,6.105064479928213
2025,378,6.105064479928213
2025,379,0.5233002609855407
2025,380,6.105064479928213
2025,381,6.105064479928213
2025,382,6.105064479928213
2025,383,0.2922516465263224
2025,384,6.105064479928213
2025,385,5.93456346178581
2025,386,6.105064479928213
2025,387,0.0
2025,388,5.113985731126083
2025,389,6.105064479928213
2025,390,6.105064479928213
2025,391,5.950627097588592
2025,392,6.105064479928213
2025,393,0.0
2025,394,6.105064479928213
2025,395,6.105064479928213
2025,396,6.105064479928213
2025,397,0.5233002609855407
2025,398,6.105064479928213
2025,399,6.105064479928213
2025,400,6.105064479928213
2025,401,0.5233002609855407
2025,402,6.105064479928213
2025,403,6.105064479928213
2025,404,6.105064479928213
2025,405,6.105064479928213
2025,406,6.105064479928213
2025,407,0.5233002609855407
2025,408,6.105064479928213
2025,409,6.105064479928213
2025,410,5.8548155060274
2025,411,0.0
2025,412,5.542150246447405
2025,413,5.39308614840257
2025,414,5.26987965789313
2025,415,0.0
2025,416,5.159245258252
2025,417,5.113985731126083
2025,418,5.113985731126083
2025,419,5.454931440330049
2025,420,5.308366397522618
2025,421,0.0
2025,422,5.8806166555264685
2025,423,5.740991455767232
2025,424,5.710620365906862
2025,425,0.0
2025,426,5.896683208933753
2025,427,5.350342397566191
2025,428,6.105064479928213
2025,429,0.0
2025,430,5.113985731126083
2025,431,6.059406964423012
2025,432,5.766097444150453
2025,433,5.929634346153395
2025,434,5.979659008664601
2025,435,0.0
2025,436,6.065149226569111
2025,437,5.757016898216613
2025,438,6.105064479928213
2025,439,0.0
2025,440,6.105064479928213
2025,441,6.105064479928213
2025,442,6.105064479928213
2025,443,0.0
2025,444,6.105064479928213
2025,445,6.105064479928213
2025,446,6.105064479928213
2025,447,0.5233002609855407
2025,448,6.105064479928213
2025,449,6.0782967570311
2025,450,5.912647124021626
2025,451,0.14007927155651778
2025,452,6.105064479928213
2025,453,5.724329461959008
2025,454,6.011633019123432
2025,455,5.615232353730731
2025,456,5.775991136597976
2025,457,0.0
2025,458,5.687986500519804
2025,459,5.3270513905204036
2025,460,5.687986500519804
2025,461,0.0
2025,462,5.684758656547367
2025,463,5.544928365583102
2025,464,5.3386463546279055
2025,465,0.0
2025,466,5.958727400279287
2025,467,6.105064479928213
2025,468,6.105064479928213
2025,469,0.5233002609855407
2025,470,6.105064479928213
2025,471,5.296000966390559
2025,472,5.587809008626955
2025,473,5.7743310820568325
2025,474,5.738274863993045
2025,475,0.0
2025,476,5.715645100430087
