Year_name;;H2
2025;1;1.867982971663181
2025;2;1.867982971663181
2025;3;1.867982971663181
2025;4;1.867982971663181
2025;5;1.867982971663181
2025;6;1.867982971663181
2025;7;1.867982971663181
2025;8;1.867982971663181
2025;9;1.8381722105369551
2025;10;1.7884876086599095
2025;11;1.7792604683113153
2025;12;1.752288827292348
2025;13;1.717509605978416
2025;14;1.7359638866756044
2025;15;1.7700333279627207
2025;16;1.7799702483381306
2025;17;1.820427709866581
2025;18;1.8679829716631815
2025;19;1.867982971663181
2025;20;1.867982971663181
2025;21;1.867982971663181
2025;22;1.867982971663181
2025;23;1.867982971663181
2025;24;1.867982971663181
2025;25;1.867982971663181
2025;26;1.867982971663181
2025;27;1.867982971663181
2025;28;1.867982971663181
2025;29;1.867982971663181
2025;30;1.867982971663181
2025;31;1.867982971663181
2025;32;1.867982971663181
2025;33;1.867982971663181
2025;34;1.867982971663181
2025;35;1.8168788097325064
2025;36;1.723187846192936
2025;37;1.6600174238064067
2025;38;1.6302066626801797
2025;39;1.6039448016880269
2025;40;1.5620677801059473
2025;41;1.4875408772903786
2025;42;1.3824934333217689
2025;43;1.2696384090581958
2025;44;1.1695594252772903
2025;45;1.1085183429712062
2025;46;1.109228122998021
2025;47;1.1546540447141767
2025;48;1.1965310662962576
2025;49;1.214985346993446
2025;50;1.1979506263498867
2025;51;1.1582029448482505
2025;52;1.1283921837220237
2025;53;1.1028401027566863
2025;54;1.060963081174605
2025;55;0.9921144185735579
2025;56;0.9019723551680606
2025;57;0.8089911716553051
2025;58;0.7365936089201823
2025;59;0.6705840664263933
2025;60;0.6130918842543845
2025;61;0.5988962837180858
2025;62;4.7
2025;63;0.7316251487324779
2025;64;0.7493696494028506
2025;65;0.6968459274185465
2025;66;0.6542591258096506
2025;67;0.6705840664263942
2025;68;0.6968459274185463
2025;69;0.7259469085179586
2025;70;0.774211950341374
2025;71;0.8608051136127954
2025;72;0.9239755359993242
2025;73;0.9679818976618498
2025;74;1.0084393591903007
2025;75;1.0779978018181633
2025;76;1.1865941459208487
2025;77;1.333518611471539
2025;78;1.4825724171026746
2025;79;1.5996861215271376
2025;80;1.6358849028946993
2025;81;1.608203481848917
2025;82;1.5812318408299493
2025;83;1.5869100810444692
2025;84;1.6167208421706956
2025;85;1.660727203833222
2025;86;1.7054433455225628
2025;87;1.7494497071850885
2025;88;1.789907168713539
2025;89;1.8445602307782893
2025;90;1.867982971663181
2025;91;1.867982971663181
2025;92;1.866563411609551
2025;93;1.8473993508855484
2025;94;1.8679829716631806
2025;95;1.867982971663181
2025;96;1.867982971663181
2025;97;1.867982971663181
2025;98;1.867982971663181
2025;99;1.867982971663181
2025;100;1.867982971663181
2025;101;1.8679829716631808
2025;102;1.867982971663181
2025;103;1.867982971663181
2025;104;1.867982971663181
2025;105;1.867982971663181
2025;106;1.867982971663181
2025;107;1.8424308906978442
2025;108;1.7650648677750165
2025;109;1.7167998259516013
2025;110;1.6564685236723324
2025;111;1.6195599622779562
2025;112;1.607493701822102
2025;113;1.581941620856765
2025;114;1.5656166802400215
2025;115;1.5464526195160178
2025;116;1.5308374589260891
2025;117;1.5407743793014983
2025;118;1.5563895398914271
2025;119;1.510963618175272
2025;120;1.4520518759496315
2025;121;1.3810738732681398
2025;122;1.3093860905598316
2025;123;1.230600507583374
2025;124;1.143297564285137
2025;125;1.0680608814427552
2025;126;1.0027611189757817
2025;127;0.9722405778227395
2025;128;0.9473982768842167
2025;129;0.9048114752753205
2025;130;0.8444801729960519
2025;131;0.769243490153669
2025;132;4.7
2025;133;0.7074926278207696
2025;134;0.7337544888129227
2025;135;0.7458207492687766
2025;136;0.7564674496709998
2025;137;4.7
2025;138;0.7245273484643289
2025;139;0.7245273484643286
2025;140;0.7167197681693646
2025;141;0.6741329665604681
2025;142;0.618060344442089
2025;143;0.5953473835840108
2025;144;0.6180603444420885
2025;145;0.6492906656219458
2025;146;0.6386439652197226
2025;147;4.7
2025;148;0.6578080259437251
2025;149;0.6968459274185469
2025;150;0.7365936089201823
2025;151;0.8097009516821201
2025;152;0.9232657559725095
2025;153;1.1000009826494266
2025;154;1.3115154306402763
2025;155;1.5791025007495056
2025;156;1.845270010805104
2025;157;1.867982971663181
2025;158;4.7
2025;159;1.867982971663181
2025;160;1.867982971663181
2025;161;1.867982971663181
2025;162;1.867982971663181
2025;163;1.867982971663181
2025;164;1.867982971663181
2025;165;1.867982971663181
2025;166;1.867982971663181
2025;167;1.867982971663181
2025;168;1.8679829716631808
2025;169;1.867982971663181
2025;170;1.867982971663181
2025;171;1.867982971663181
2025;172;1.867982971663181
2025;173;1.867982971663181
2025;174;1.867982971663181
2025;175;1.867982971663181
2025;176;1.867982971663181
2025;177;1.867982971663181
2025;178;1.867982971663181
