Year_name,,Elec
2025,1,0.0
2025,2,0.0
2025,3,0.0
2025,4,0.0
2025,5,0.0
2025,6,99.56321108496176
2025,7,0.0
2025,8,0.0
2025,9,0.0
2025,10,0.0
2025,11,0.0
2025,12,99.56321108496176
2025,13,99.56321108496176
2025,14,0.0
2025,15,99.93866116303232
2025,16,0.0
2025,17,0.0
2025,18,99.56321108496176
2025,19,0.0
2025,20,0.0
2025,21,98.85708470608677
2025,22,0.0
2025,23,98.85708470608677
2025,24,0.0
2025,25,99.7669190309176
2025,26,99.56321108496176
2025,27,98.85708470608677
2025,28,99.56321108496176
2025,29,99.81263572498419
2025,30,99.56321108496176
2025,31,99.56321108496176
2025,32,99.56321108496176
2025,33,98.85708470608677
2025,34,0.0
2025,35,0.0
2025,36,99.56321108496176
2025,37,98.85708470608677
2025,38,99.55154035682327
2025,39,99.56321108496176
2025,40,0.0
2025,41,98.85708470608677
2025,42,0.0
2025,43,0.0
2025,44,0.0
2025,45,0.0
2025,46,0.0
2025,47,99.56321108496176
2025,48,0.0
2025,49,99.56321108496176
2025,50,0.0
2025,51,99.56321108496176
2025,52,0.0
2025,53,99.05751755203737
2025,54,0.0
2025,55,99.56321108496176
2025,56,0.0
2025,57,0.0
2025,58,0.0
2025,59,99.56321108496176
2025,60,0.0
2025,61,99.56321108496176
2025,62,0.0
2025,63,0.0
2025,64,0.0
2025,65,99.56321108496176
2025,66,0.0
2025,67,0.0
2025,68,0.0
2025,69,99.56321108496176
2025,70,0.0
2025,71,99.53902333482863
2025,72,0.0
2025,73,0.0
2025,74,0.0
2025,75,0.0
2025,76,0.0
2025,77,0.0
2025,78,0.0
2025,79,0.0
2025,80,0.0
2025,81,0.0
2025,82,0.0
2025,83,99.56321108496176
2025,84,0.0
2025,85,99.62702772238244
2025,86,99.43271492221656
2025,87,99.56321108496176
2025,88,0.0
2025,89,0.0
2025,90,0.0
2025,91,0.0
2025,92,0.0
2025,93,0.0
2025,94,0.0
2025,95,99.56321108496176
2025,96,0.0
2025,97,0.0
2025,98,0.0
2025,99,0.0
2025,100,0.0
2025,101,98.85708470608677
2025,102,0.0
2025,103,0.0
2025,104,0.0
2025,105,98.85708470608677
2025,106,0.0
2025,107,99.56321108496176
2025,108,0.0
2025,109,0.0
2025,110,0.0
2025,111,0.0
2025,112,0.0
2025,113,0.0
2025,114,0.0
2025,115,0.0
2025,116,0.0
2025,117,99.56321108496176
2025,118,0.0
2025,119,99.56321108496176
2025,120,0.0
2025,121,0.0
2025,122,0.0
2025,123,0.0
2025,124,0.0
2025,125,0.0
2025,126,0.0
2025,127,0.0
2025,128,0.0
2025,129,0.0
2025,130,0.0
2025,131,0.0
2025,132,0.0
2025,133,0.0
2025,134,0.0
2025,135,0.0
2025,136,0.0
2025,137,0.0
2025,138,0.0
2025,139,0.0
2025,140,0.0
2025,141,0.0
2025,142,0.0
2025,143,99.70136099347508
2025,144,0.0
2025,145,0.0
2025,146,0.0
2025,147,99.83470135116927
2025,148,0.0
2025,149,0.0
2025,150,0.0
2025,151,99.56321108496176
2025,152,0.0
2025,153,0.0
2025,154,0.0
2025,155,0.0
2025,156,0.0
2025,157,0.0
2025,158,99.56321108496176
2025,159,0.0
2025,160,0.0
2025,161,0.0
2025,162,0.0
2025,163,98.85708470608677
2025,164,99.34470593571889
2025,165,0.0
2025,166,0.0
2025,167,0.0
2025,168,99.56321108496176
2025,169,0.0
2025,170,0.0
2025,171,98.85708470608677
2025,172,99.04042821434967
2025,173,98.85708470608677
2025,174,0.0
2025,175,98.85708470608677
2025,176,0.0
2025,177,98.85708470608677
2025,178,99.00233096929418
2025,179,98.85708470608677
2025,180,0.0
2025,181,98.85708470608677
2025,182,98.85708470608677
2025,183,0.0
2025,184,0.0
2025,185,98.85708470608677
2025,186,98.94518510171095
2025,187,0.0
2025,188,0.0
2025,189,0.0
2025,190,99.13948105149393
2025,191,98.85708470608677
2025,192,0.0
2025,193,0.0
2025,194,99.56321108496176
2025,195,98.85708470608677
2025,196,0.0
2025,197,98.85708470608677
2025,198,99.05674806055183
2025,199,99.30620914375125
2025,200,0.0
2025,201,98.85708470608677
2025,202,99.34577794421364
2025,203,0.0
2025,204,0.0
2025,205,98.85708470608677
2025,206,99.56321108496176
2025,207,0.0
2025,208,0.0
2025,209,0.0
2025,210,99.56321108496176
2025,211,99.56321108496176
2025,212,0.0
2025,213,0.0
2025,214,0.0
2025,215,99.56321108496176
2025,216,0.0
2025,217,0.0
2025,218,0.0
2025,219,0.0
2025,220,0.0
2025,221,99.56321108496176
2025,222,0.0
2025,223,0.0
2025,224,0.0
2025,225,0.0
2025,226,0.0
2025,227,99.56321108496176
2025,228,0.0
2025,229,0.0
2025,230,0.0
2025,231,0.0
2025,232,0.0
2025,233,0.0
2025,234,0.0
2025,235,0.0
2025,236,0.0
2025,237,0.0
2025,238,0.0
2025,239,99.56321108496176
2025,240,0.0
2025,241,99.56321108496176
2025,242,0.0
2025,243,0.0
2025,244,0.0
2025,245,99.56321108496176
2025,246,0.0
2025,247,99.56321108496176
2025,248,0.0
2025,249,0.0
2025,250,0.0
2025,251,0.0
2025,252,0.0
2025,253,98.85708470608677
2025,254,99.56321108496176
2025,255,0.0
2025,256,0.0
2025,257,98.85708470608677
2025,258,0.0
2025,259,0.0
2025,260,0.0
2025,261,0.0
2025,262,0.0
2025,263,98.85708470608677
2025,264,0.0
2025,265,99.56321108496176
2025,266,0.0
2025,267,99.56321108496176
2025,268,0.0
2025,269,99.56321108496176
2025,270,0.0
2025,271,0.0
2025,272,0.0
2025,273,98.85708470608677
2025,274,99.28756006813568
2025,275,0.0
2025,276,99.20913704077377
2025,277,99.44309244794597
2025,278,0.0
2025,279,0.0
2025,280,99.34470593571889
2025,281,0.0
2025,282,99.25054377126014
2025,283,0.0
2025,284,0.0
2025,285,0.0
2025,286,99.56321108496176
2025,287,99.56321108496176
2025,288,0.0
2025,289,99.94243313617785
2025,290,99.56321108496176
2025,291,0.0
2025,292,99.40566152780768
2025,293,99.31530908785447
2025,294,0.0
2025,295,98.85708470608677
2025,296,0.0
2025,297,0.0
2025,298,99.15421971044147
2025,299,98.85708470608677
2025,300,98.85708470608677
2025,301,98.85708470608677
2025,302,0.0
2025,303,0.0
2025,304,99.56321108496176
2025,305,98.85708470608677
2025,306,98.85708470608677
2025,307,98.85708470608677
2025,308,0.0
2025,309,0.0
2025,310,0.0
2025,311,98.85708470608677
